3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2018, 15 ,0.00,89.00,0.00,0.00,284.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2019, 16 ,0.00,89.00,0.00,0.00,259.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2019, 17 ,0.00,89.00,0.00,0.00,237.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2019, 18 ,0.00,89.00,0.00,0.00,215.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2019, 19 ,0.00,89.00,0.00,0.00,194.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2020, 20 ,0.00,89.00,0.00,0.00,176.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2020, 21 ,0.00,89.00,0.00,0.00,158.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2020, 22 ,0.00,89.00,0.00,0.00,141.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2020, 23 ,0.00,89.00,0.00,0.00,125.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2015,0,0.00,229.00,0.00,0.00,1026.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2015, 1 ,0.00,229.00,0.00,0.00,991.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2015, 2 ,0.00,229.00,0.00,0.00,948.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2015, 3 ,0.00,229.00,0.00,0.00,910.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2016, 4 ,0.00,229.00,0.00,0.00,874.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2016, 5 ,0.00,229.00,0.00,0.00,839.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2016, 6 ,0.00,229.00,0.00,0.00,808.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2016, 7 ,0.00,229.00,0.00,0.00,779.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2017, 8 ,0.00,229.00,0.00,0.00,752.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2017, 9 ,0.00,229.00,0.00,0.00,726.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2017, 10 ,0.00,229.00,0.00,0.00,695.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2017, 11 ,0.00,229.00,0.00,0.00,666.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2018, 12 ,0.00,229.00,0.00,0.00,638.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2018, 13 ,0.00,229.00,0.00,0.00,611.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2018, 14 ,0.00,229.00,0.00,0.00,585.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2018, 15 ,0.00,229.00,0.00,0.00,561.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2019, 16 ,0.00,229.00,0.00,0.00,539.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2019, 17 ,0.00,229.00,0.00,0.00,517.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2019, 18 ,0.00,229.00,0.00,0.00,496.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2019, 19 ,0.00,229.00,0.00,0.00,477.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,3/31/2020, 20 ,0.00,229.00,0.00,0.00,458.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,6/30/2020, 21 ,0.00,229.00,0.00,0.00,440.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,9/30/2020, 22 ,0.00,229.00,0.00,0.00,423.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,HELOCs,12/31/2020, 23 ,0.00,229.00,0.00,0.00,407.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2015,0,0.00,458.00,0.00,0.00,2481.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2015, 1 ,0.00,467.62,9.62,0.00,2320.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2015, 2 ,0.00,475.18,7.56,0.00,2204.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2015, 3 ,0.00,482.74,7.56,0.00,2115.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2016, 4 ,0.00,490.31,7.56,0.00,2027.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2016, 5 ,0.00,497.87,7.56,0.00,1941.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2016, 6 ,0.00,504.74,6.87,0.00,1861.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2016, 7 ,0.00,511.61,6.87,0.00,1795.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2017, 8 ,0.00,517.11,5.50,0.00,1728.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2017, 9 ,0.00,522.61,5.50,0.00,1664.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2017, 10 ,0.00,522.61,0.00,0.00,1573.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2017, 11 ,0.00,522.61,0.00,0.00,1484.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2018, 12 ,0.00,522.61,0.00,0.00,1397.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2018, 13 ,0.00,522.61,0.00,0.00,1318.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2018, 14 ,0.00,522.61,0.00,0.00,1251.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2018, 15 ,0.00,522.61,0.00,0.00,1187.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2019, 16 ,0.00,522.61,0.00,0.00,1128.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2019, 17 ,0.00,522.61,0.00,0.00,1071.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2019, 18 ,0.00,522.61,0.00,0.00,1016.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2019, 19 ,0.00,522.61,0.00,0.00,964.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2020, 20 ,0.00,522.61,0.00,0.00,914.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2020, 21 ,0.00,522.61,0.00,0.00,867.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2020, 22 ,0.00,522.61,0.00,0.00,821.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2020, 23 ,0.00,522.61,0.00,0.00,777.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2015,0,0.00,5.00,0.00,0.00,42.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2015, 1 ,0.00,5.12,0.12,0.00,38.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2015, 2 ,0.00,5.22,0.10,0.00,36.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2015, 3 ,0.00,5.32,0.10,0.00,34.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2016, 4 ,0.00,5.42,0.10,0.00,32.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2016, 5 ,0.00,5.51,0.10,0.00,30.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2016, 6 ,0.00,5.60,0.09,0.00,29.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2016, 7 ,0.00,5.69,0.09,0.00,27.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2017, 8 ,0.00,5.76,0.07,0.00,26.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2017, 9 ,0.00,5.83,0.07,0.00,25.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2017, 10 ,0.00,5.83,0.00,0.00,23.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2017, 11 ,0.00,5.83,0.00,0.00,22.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2018, 12 ,0.00,5.83,0.00,0.00,21.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2018, 13 ,0.00,5.83,0.00,0.00,20.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2018, 14 ,0.00,5.83,0.00,0.00,19.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2018, 15 ,0.00,5.83,0.00,0.00,18.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2019, 16 ,0.00,5.83,0.00,0.00,17.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2019, 17 ,0.00,5.83,0.00,0.00,16.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2019, 18 ,0.00,5.83,0.00,0.00,15.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2019, 19 ,0.00,5.83,0.00,0.00,14.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2020, 20 ,0.00,5.83,0.00,0.00,13.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2020, 21 ,0.00,5.83,0.00,0.00,12.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2020, 22 ,0.00,5.83,0.00,0.00,12.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2020, 23 ,0.00,5.83,0.00,0.00,11.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2015,0,0.00,89.00,0.00,0.00,850.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2015, 1 ,0.00,99.68,10.68,0.00,798.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2015, 2 ,0.00,108.07,8.39,0.00,752.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2015, 3 ,0.00,116.46,8.39,0.00,710.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2016, 4 ,0.00,124.85,8.39,0.00,671.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2016, 5 ,0.00,133.24,8.39,0.00,633.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2016, 6 ,0.00,140.87,7.63,0.00,600.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2016, 7 ,0.00,148.49,7.63,0.00,571.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2017, 8 ,0.00,154.59,6.10,0.00,544.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2017, 9 ,0.00,160.70,6.10,0.00,518.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2017, 10 ,0.00,160.70,0.00,0.00,484.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2017, 11 ,0.00,160.70,0.00,0.00,452.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2018, 12 ,0.00,160.70,0.00,0.00,422.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2018, 13 ,0.00,160.70,0.00,0.00,393.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2018, 14 ,0.00,160.70,0.00,0.00,364.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2018, 15 ,0.00,160.70,0.00,0.00,336.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2019, 16 ,0.00,160.70,0.00,0.00,311.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2019, 17 ,0.00,160.70,0.00,0.00,289.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2019, 18 ,0.00,160.70,0.00,0.00,266.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2019, 19 ,0.00,160.70,0.00,0.00,245.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2020, 20 ,0.00,160.70,0.00,0.00,226.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2020, 21 ,0.00,160.70,0.00,0.00,207.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2020, 22 ,0.00,160.70,0.00,0.00,189.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2020, 23 ,0.00,160.70,0.00,0.00,171.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,HELOCs,3/31/2015,0,0.00,229.00,0.00,0.00,1026.00
3/31/2015,Mid-Cycle 2015,Adverse,Consumer SOP,Resi Real Estate,HELOCs,6/30/2015, 1 ,0.00,238.93,9.93,0.00,994.00
